# NIRWizard 0.1.7 — subject GLM nuisance-regressor coefficients (descriptive)
# source: /home/adama/dev/lydia-adept/piano-noise/data/dur40/quiet_1.snirf sha256=3450a7da53c06fca85a7eea728119ec2acdb0ab65c898234b4f9e6130cca2266
# source: /home/adama/dev/lydia-adept/piano-noise/data/dur40/quiet_2.snirf sha256=fffd8621e0f23f2f6b8d8a96399af57657bfe620a8d1436530fb36618354f444
# source: /home/adama/dev/lydia-adept/piano-noise/data/dur40/noise_1.snirf sha256=e02b5983b2f586ec1eec748e2d8d6c5240c7723ca7ba4dbb3f91196c2c8acb47
# source: /home/adama/dev/lydia-adept/piano-noise/data/dur40/noise_2.snirf sha256=c98402779496ac1aba0fb382d28822eb689572c5d291435b7733ef053f4fb302
# statistics: solver=AR-IRLS; inferential; correction=Benjamini-Hochberg FDR; families=condition × chromophore, across channels
# regressors: drift_r1_1, drift_r1_2, drift_r1_3, drift_r1_4, drift_r1_5, drift_r1_6, drift_r1_7, drift_r1_8, drift_r1_9, drift_r2_1, drift_r2_2, drift_r2_3, drift_r2_4, drift_r2_5, drift_r2_6, drift_r2_7, drift_r3_1, drift_r3_2, drift_r3_3, drift_r3_4, drift_r3_5, drift_r3_6, drift_r3_7, drift_r3_8, drift_r4_1, drift_r4_2, drift_r4_3, drift_r4_4, drift_r4_5, drift_r4_6, drift_r4_7, run_2, run_3, run_4, intercept
# provenance: quiet_vs_noise_glm_results.json (authoritative sidecar, schema 1.0)
channel,signal,regressor,beta,se
S13-D8,HbR,drift_r4_2,9.869308e-1,4.734700e-1
S13-D8,HbR,drift_r4_3,4.413059e-1,4.635485e-1
S13-D8,HbR,drift_r4_4,5.288081e-1,4.634091e-1
S13-D8,HbR,drift_r4_5,9.015201e-1,4.602931e-1
S13-D8,HbR,drift_r4_6,-7.251263e-1,4.584888e-1
S13-D8,HbR,drift_r4_7,2.244519e0,4.575836e-1
S13-D8,HbR,run_2,-4.046098e-3,9.288042e-3
S13-D8,HbR,run_3,-1.703496e-2,1.065480e-2
S13-D8,HbR,run_4,-2.066792e-2,1.069155e-2
S13-D8,HbR,intercept,2.149904e-3,7.063254e-3
S13-D11,HbO,drift_r1_1,2.207079e0,1.065670e0
S13-D11,HbO,drift_r1_2,8.912109e-1,1.046384e0
S13-D11,HbO,drift_r1_3,-8.663219e-1,1.019851e0
S13-D11,HbO,drift_r1_4,-1.893897e0,1.017427e0
S13-D11,HbO,drift_r1_5,-2.445615e0,1.028181e0
S13-D11,HbO,drift_r1_6,-2.023254e0,1.015654e0
S13-D11,HbO,drift_r1_7,-8.477727e-1,1.015085e0
S13-D11,HbO,drift_r1_8,-2.792924e-1,1.019835e0
S13-D11,HbO,drift_r1_9,-2.252977e0,1.011660e0
S13-D11,HbO,drift_r2_1,-1.051858e0,1.005319e0
S13-D11,HbO,drift_r2_2,5.360513e-1,1.017027e0
S13-D11,HbO,drift_r2_3,-7.937109e-1,1.002907e0
S13-D11,HbO,drift_r2_4,-8.736446e-1,1.004585e0
S13-D11,HbO,drift_r2_5,-2.409300e0,9.984792e-1
S13-D11,HbO,drift_r2_6,-1.027501e0,1.000278e0
S13-D11,HbO,drift_r2_7,-2.330164e0,9.953059e-1
S13-D11,HbO,drift_r3_1,1.459225e0,1.015374e0
S13-D11,HbO,drift_r3_2,1.750937e0,1.031281e0
S13-D11,HbO,drift_r3_3,2.944142e-1,1.009477e0
S13-D11,HbO,drift_r3_4,1.458771e0,1.030122e0
S13-D11,HbO,drift_r3_5,-3.115183e-1,1.007388e0
S13-D11,HbO,drift_r3_6,1.013682e-1,1.010592e0
S13-D11,HbO,drift_r3_7,-7.490267e-1,1.006948e0
S13-D11,HbO,drift_r3_8,-1.090115e0,1.001566e0
S13-D11,HbO,drift_r4_1,5.057594e-1,1.004961e0
S13-D11,HbO,drift_r4_2,2.831146e0,1.027749e0
S13-D11,HbO,drift_r4_3,3.867240e-1,1.002864e0
S13-D11,HbO,drift_r4_4,7.551178e-1,1.005412e0
S13-D11,HbO,drift_r4_5,3.559818e-1,9.993587e-1
S13-D11,HbO,drift_r4_6,8.729314e-1,9.986792e-1
S13-D11,HbO,drift_r4_7,5.342882e-2,9.994960e-1
S13-D11,HbO,run_2,-2.155909e-2,2.004865e-2
S13-D11,HbO,run_3,-1.036855e-2,2.356937e-2
S13-D11,HbO,run_4,-9.049832e-4,2.365930e-2
S13-D11,HbO,intercept,-9.439801e-2,1.558038e-2
S13-D11,HbR,drift_r1_1,6.215395e-1,2.252394e-1
S13-D11,HbR,drift_r1_2,1.857462e-1,2.216976e-1
S13-D11,HbR,drift_r1_3,6.684311e-1,2.169457e-1
S13-D11,HbR,drift_r1_4,1.027074e-1,2.160751e-1
S13-D11,HbR,drift_r1_5,7.258911e-1,2.176271e-1
S13-D11,HbR,drift_r1_6,2.197910e-1,2.148111e-1
S13-D11,HbR,drift_r1_7,7.178958e-1,2.142020e-1
S13-D11,HbR,drift_r1_8,1.985182e-1,2.142672e-1
S13-D11,HbR,drift_r1_9,7.668557e-1,2.121461e-1
S13-D11,HbR,drift_r2_1,-6.661223e-1,2.139590e-1
S13-D11,HbR,drift_r2_2,-9.213158e-1,2.156173e-1
S13-D11,HbR,drift_r2_3,-4.423265e-1,2.129742e-1
S13-D11,HbR,drift_r2_4,-7.565706e-1,2.126242e-1
S13-D11,HbR,drift_r2_5,-3.754912e-1,2.110943e-1
S13-D11,HbR,drift_r2_6,-6.744589e-1,2.105255e-1
S13-D11,HbR,drift_r2_7,-3.303493e-1,2.089261e-1
S13-D11,HbR,drift_r3_1,7.355247e-2,2.159375e-1
S13-D11,HbR,drift_r3_2,-7.181936e-2,2.186114e-1
S13-D11,HbR,drift_r3_3,2.477932e-1,2.143769e-1
S13-D11,HbR,drift_r3_4,-2.405377e-2,2.176037e-1
S13-D11,HbR,drift_r3_5,3.775768e-1,2.129415e-1
S13-D11,HbR,drift_r3_6,2.624973e-1,2.129031e-1
S13-D11,HbR,drift_r3_7,2.983009e-1,2.113083e-1
S13-D11,HbR,drift_r3_8,2.234482e-1,2.095449e-1
S13-D11,HbR,drift_r4_1,-1.828279e-1,2.139197e-1
S13-D11,HbR,drift_r4_2,-4.839871e-1,2.174765e-1
S13-D11,HbR,drift_r4_3,-4.401140e-2,2.130074e-1
S13-D11,HbR,drift_r4_4,-1.528159e-1,2.128133e-1
S13-D11,HbR,drift_r4_5,-2.757839e-1,2.113211e-1
S13-D11,HbR,drift_r4_6,-1.744927e-1,2.103356e-1
S13-D11,HbR,drift_r4_7,-1.177987e-1,2.097789e-1
S13-D11,HbR,run_2,-1.085651e-2,4.271506e-3
S13-D11,HbR,run_3,8.999578e-3,4.881357e-3
S13-D11,HbR,run_4,5.671761e-3,4.897828e-3
S13-D11,HbR,intercept,4.482677e-3,3.237378e-3
S14-D10,HbO,drift_r1_1,4.477333e0,1.964702e0
S14-D10,HbO,drift_r1_2,9.218179e-1,1.938734e0
S14-D10,HbO,drift_r1_3,2.794138e0,1.906127e0
S14-D10,HbO,drift_r1_4,4.032524e-2,1.893108e0
S14-D10,HbO,drift_r1_5,1.995374e0,1.898094e0
S14-D10,HbO,drift_r1_6,-1.194469e-1,1.869766e0
S14-D10,HbO,drift_r1_7,2.345661e0,1.858022e0
S14-D10,HbO,drift_r1_8,-7.267997e-1,1.846487e0
S14-D10,HbO,drift_r1_9,1.910472e0,1.822493e0
S14-D10,HbO,drift_r2_1,-3.622579e0,1.881286e0
S14-D10,HbO,drift_r2_2,-1.510493e0,1.885519e0
S14-D10,HbO,drift_r2_3,-2.329099e0,1.865781e0
S14-D10,HbO,drift_r2_4,-2.623940e0,1.852988e0
S14-D10,HbO,drift_r2_5,-4.250640e0,1.836061e0
S14-D10,HbO,drift_r2_6,-2.047030e0,1.818408e0
S14-D10,HbO,drift_r2_7,-3.635937e0,1.797266e0
S14-D10,HbO,drift_r3_1,2.076927e0,1.896539e0
S14-D10,HbO,drift_r3_2,-9.776824e-1,1.912550e0
S14-D10,HbO,drift_r3_3,2.386830e0,1.877795e0
S14-D10,HbO,drift_r3_4,6.204268e-2,1.893005e0
S14-D10,HbO,drift_r3_5,2.546650e0,1.851558e0
S14-D10,HbO,drift_r3_6,4.408082e-2,1.842223e0
S14-D10,HbO,drift_r3_7,2.493936e0,1.817120e0
S14-D10,HbO,drift_r3_8,-2.135028e0,1.793589e0
S14-D10,HbO,drift_r4_1,-6.550595e0,1.881430e0
S14-D10,HbO,drift_r4_2,-6.574493e0,1.897592e0
S14-D10,HbO,drift_r4_3,-7.401433e0,1.866670e0
S14-D10,HbO,drift_r4_4,-5.072813e0,1.854990e0
S14-D10,HbO,drift_r4_5,-6.169158e0,1.838685e0
S14-D10,HbO,drift_r4_6,-1.044645e1,1.818600e0
S14-D10,HbO,drift_r4_7,-1.879766e0,1.804637e0
S14-D10,HbO,run_2,-3.665197e-2,3.765624e-2
S14-D10,HbO,run_3,-9.110166e-3,4.150504e-2
S14-D10,HbO,run_4,-6.387375e-2,4.161536e-2
S14-D10,HbO,intercept,-5.079071e-2,2.764182e-2
S14-D10,HbR,drift_r1_1,-1.447858e0,6.969711e-1
S14-D10,HbR,drift_r1_2,1.578915e-1,6.863047e-1
S14-D10,HbR,drift_r1_3,-9.526374e-1,6.720830e-1
S14-D10,HbR,drift_r1_4,1.806938e-1,6.690648e-1
S14-D10,HbR,drift_r1_5,-9.254640e-1,6.733166e-1
S14-D10,HbR,drift_r1_6,4.975084e-1,6.643567e-1
S14-D10,HbR,drift_r1_7,-1.813067e0,6.620266e-1
S14-D10,HbR,drift_r1_8,8.108715e-1,6.614782e-1
S14-D10,HbR,drift_r1_9,-8.380108e-1,6.545016e-1
S14-D10,HbR,drift_r2_1,1.064818e0,6.629504e-1
S14-D10,HbR,drift_r2_2,1.580831e0,6.674961e-1
S14-D10,HbR,drift_r2_3,1.261699e0,6.594564e-1
S14-D10,HbR,drift_r2_4,1.793419e0,6.577938e-1
S14-D10,HbR,drift_r2_5,1.684865e0,6.527699e-1
S14-D10,HbR,drift_r2_6,1.626793e0,6.502313e-1
S14-D10,HbR,drift_r2_7,8.976180e-1,6.447520e-1
S14-D10,HbR,drift_r3_1,1.084522e0,6.689762e-1
S14-D10,HbR,drift_r3_2,1.967208e0,6.767801e-1
S14-D10,HbR,drift_r3_3,1.048383e0,6.638073e-1
S14-D10,HbR,drift_r3_4,1.424125e0,6.729739e-1
S14-D10,HbR,drift_r3_5,9.374993e-1,6.584760e-1
S14-D10,HbR,drift_r3_6,1.897561e0,6.577463e-1
S14-D10,HbR,drift_r3_7,1.077114e0,6.521006e-1
S14-D10,HbR,drift_r3_8,2.047612e0,6.460529e-1
S14-D10,HbR,drift_r4_1,1.348282e0,6.628560e-1
S14-D10,HbR,drift_r4_2,1.593313e0,6.730022e-1
S14-D10,HbR,drift_r4_3,1.199464e0,6.595947e-1
S14-D10,HbR,drift_r4_4,1.409353e0,6.584006e-1
S14-D10,HbR,drift_r4_5,1.107312e0,6.535136e-1
S14-D10,HbR,drift_r4_6,1.704835e0,6.497569e-1
S14-D10,HbR,drift_r4_7,1.800237e0,6.473975e-1
S14-D10,HbR,run_2,1.112785e-2,1.324053e-2
S14-D10,HbR,run_3,3.190333e-2,1.504223e-2
S14-D10,HbR,run_4,3.105737e-2,1.509143e-2
S14-D10,HbR,intercept,3.595792e-3,9.983020e-3
S14-D12,HbO,drift_r1_1,2.778904e0,1.161832e0
S14-D12,HbO,drift_r1_2,8.132613e-1,1.141645e0
S14-D12,HbO,drift_r1_3,2.562962e-1,1.114064e0
S14-D12,HbO,drift_r1_4,-3.376264e-1,1.111167e0
S14-D12,HbO,drift_r1_5,-7.611926e-1,1.122013e0
S14-D12,HbO,drift_r1_6,-1.724528e0,1.108493e0
S14-D12,HbO,drift_r1_7,9.123401e-1,1.107447e0
S14-D12,HbO,drift_r1_8,-2.671770e-1,1.111670e0
S14-D12,HbO,drift_r1_9,2.105126e-1,1.102574e0
S14-D12,HbO,drift_r2_1,-3.610981e0,1.098254e0
S14-D12,HbO,drift_r2_2,1.421302e0,1.110034e0
S14-D12,HbO,drift_r2_3,-2.403254e0,1.095266e0
S14-D12,HbO,drift_r2_4,-4.226079e-2,1.096429e0
S14-D12,HbO,drift_r2_5,-3.302722e0,1.089700e0
S14-D12,HbO,drift_r2_6,4.310340e-1,1.090764e0
S14-D12,HbO,drift_r2_7,-2.097159e0,1.084951e0
S14-D12,HbO,drift_r3_1,3.593590e0,1.109063e0
S14-D12,HbO,drift_r3_2,4.520494e0,1.125447e0
S14-D12,HbO,drift_r3_3,3.016022e0,1.102495e0
S14-D12,HbO,drift_r3_4,4.477186e0,1.123545e0
S14-D12,HbO,drift_r3_5,1.942094e0,1.099387e0
S14-D12,HbO,drift_r3_6,3.272800e0,1.102171e0
S14-D12,HbO,drift_r3_7,2.437222e0,1.097525e0
S14-D12,HbO,drift_r3_8,1.109653e0,1.091194e0
S14-D12,HbO,drift_r4_1,1.664344e0,1.097900e0
S14-D12,HbO,drift_r4_2,3.525108e0,1.121120e0
S14-D12,HbO,drift_r4_3,2.204636e0,1.095254e0
S14-D12,HbO,drift_r4_4,1.836707e0,1.097323e0
S14-D12,HbO,drift_r4_5,1.438174e0,1.090677e0
S14-D12,HbO,drift_r4_6,2.190326e0,1.089190e0
S14-D12,HbO,drift_r4_7,-2.119263e-1,1.089400e0
S14-D12,HbO,run_2,-2.076690e-2,2.190216e-2
S14-D12,HbO,run_3,1.388071e-3,2.554885e-2
S14-D12,HbO,run_4,-1.162229e-2,2.564413e-2
S14-D12,HbO,intercept,-7.147669e-2,1.690438e-2
S14-D12,HbR,drift_r1_1,-1.914743e0,4.465120e-1
S14-D12,HbR,drift_r1_2,-4.556834e-1,4.385970e-1
S14-D12,HbR,drift_r1_3,-9.086071e-1,4.277164e-1
S14-D12,HbR,drift_r1_4,6.077559e-2,4.265425e-1
S14-D12,HbR,drift_r1_5,-7.270962e-1,4.304466e-1
S14-D12,HbR,drift_r1_6,3.156782e-1,4.250898e-1
S14-D12,HbR,drift_r1_7,-1.282305e0,4.243140e-1
S14-D12,HbR,drift_r1_8,-3.754434e-1,4.257381e-1
S14-D12,HbR,drift_r1_9,-1.352872e0,4.217829e-1
S14-D12,HbR,drift_r2_1,1.069342e0,4.219054e-1
S14-D12,HbR,drift_r2_2,-2.434489e-1,4.264994e-1
S14-D12,HbR,drift_r2_3,8.737001e-1,4.204896e-1
S14-D12,HbR,drift_r2_4,-2.373442e-1,4.208555e-1
S14-D12,HbR,drift_r2_5,1.060382e0,4.178270e-1
S14-D12,HbR,drift_r2_6,-4.400903e-1,4.180644e-1
S14-D12,HbR,drift_r2_7,7.165325e-1,4.152743e-1
S14-D12,HbR,drift_r3_1,-1.561154e0,4.261460e-1
S14-D12,HbR,drift_r3_2,-2.008312e0,4.322982e-1
S14-D12,HbR,drift_r3_3,-1.527671e0,4.233528e-1
S14-D12,HbR,drift_r3_4,-2.074011e0,4.312061e-1
S14-D12,HbR,drift_r3_5,-1.152023e0,4.216745e-1
S14-D12,HbR,drift_r3_6,-1.072236e0,4.223137e-1
S14-D12,HbR,drift_r3_7,-9.329106e-1,4.202791e-1
S14-D12,HbR,drift_r3_8,-1.222809e0,4.172739e-1
S14-D12,HbR,drift_r4_1,2.086576e-1,4.217612e-1
S14-D12,HbR,drift_r4_2,-4.899193e-1,4.308128e-1
S14-D12,HbR,drift_r4_3,8.565897e-2,4.204878e-1
S14-D12,HbR,drift_r4_4,-1.340039e-1,4.212221e-1
S14-D12,HbR,drift_r4_5,1.923850e-3,4.182326e-1
S14-D12,HbR,drift_r4_6,4.730251e-2,4.174894e-1
S14-D12,HbR,drift_r4_7,5.726092e-1,4.170483e-1
S14-D12,HbR,run_2,7.602940e-3,8.411953e-3
S14-D12,HbR,run_3,-3.547629e-3,9.829034e-3
S14-D12,HbR,run_4,1.830848e-2,9.867061e-3
S14-D12,HbR,intercept,2.274696e-2,6.502959e-3
S15-D11,HbO,drift_r1_1,1.677646e0,7.562052e-1
S15-D11,HbO,drift_r1_2,4.542571e-1,7.437561e-1
S15-D11,HbO,drift_r1_3,-6.890899e-1,7.268989e-1
S15-D11,HbO,drift_r1_4,-1.221785e0,7.241694e-1
S15-D11,HbO,drift_r1_5,-1.166836e0,7.300871e-1
S15-D11,HbO,drift_r1_6,-1.497835e0,7.205575e-1
S15-D11,HbO,drift_r1_7,-5.760998e-1,7.189072e-1
S15-D11,HbO,drift_r1_8,-4.958161e-1,7.198531e-1
S15-D11,HbO,drift_r1_9,-8.580973e-1,7.129523e-1
S15-D11,HbO,drift_r2_1,-1.298750e0,7.167645e-1
S15-D11,HbO,drift_r2_2,-3.904750e-1,7.230252e-1
S15-D11,HbO,drift_r2_3,-1.645284e0,7.137852e-1
S15-D11,HbO,drift_r2_4,-5.468615e-1,7.131062e-1
S15-D11,HbO,drift_r2_5,-1.956018e0,7.081292e-1
S15-D11,HbO,drift_r2_6,-5.804699e-1,7.068938e-1
S15-D11,HbO,drift_r2_7,-2.556855e0,7.019253e-1
S15-D11,HbO,drift_r3_1,6.498495e-1,7.235001e-1
S15-D11,HbO,drift_r3_2,1.338564e0,7.332034e-1
S15-D11,HbO,drift_r3_3,5.278013e-1,7.184298e-1
S15-D11,HbO,drift_r3_4,1.292076e0,7.303725e-1
S15-D11,HbO,drift_r3_5,3.772036e-1,7.143217e-1
S15-D11,HbO,drift_r3_6,7.276766e-1,7.148051e-1
S15-D11,HbO,drift_r3_7,3.479265e-1,7.099707e-1
S15-D11,HbO,drift_r3_8,-4.633678e-1,7.045001e-1
S15-D11,HbO,drift_r4_1,-5.001094e-1,7.166082e-1
S15-D11,HbO,drift_r4_2,6.248597e-1,7.296796e-1
S15-D11,HbO,drift_r4_3,-8.626077e-1,7.138702e-1
S15-D11,HbO,drift_r4_4,5.620572e-1,7.137369e-1
S15-D11,HbO,drift_r4_5,-3.334073e-1,7.088698e-1
S15-D11,HbO,drift_r4_6,6.201540e-2,7.061249e-1
S15-D11,HbO,drift_r4_7,-7.796911e-1,7.048626e-1
S15-D11,HbO,run_2,-2.324145e-2,1.431062e-2
S15-D11,HbO,run_3,-3.509356e-3,1.649416e-2
S15-D11,HbO,run_4,-1.231432e-2,1.655102e-2
S15-D11,HbO,intercept,-7.057010e-2,1.092786e-2
S15-D11,HbR,drift_r1_1,7.063902e-1,2.468179e-1
S15-D11,HbR,drift_r1_2,5.498984e-1,2.437305e-1
S15-D11,HbR,drift_r1_3,7.474437e-1,2.403033e-1
S15-D11,HbR,drift_r1_4,3.538786e-1,2.366888e-1
S15-D11,HbR,drift_r1_5,2.573540e-1,2.345823e-1
S15-D11,HbR,drift_r1_6,2.237987e-1,2.290130e-1
S15-D11,HbR,drift_r1_7,3.693622e-1,2.249010e-1
S15-D11,HbR,drift_r1_8,1.233149e-1,2.199663e-1
S15-D11,HbR,drift_r1_9,1.189042e-1,2.144829e-1
S15-D11,HbR,drift_r2_1,-7.210032e-2,2.382878e-1
S15-D11,HbR,drift_r2_2,-2.837272e-1,2.363592e-1
S15-D11,HbR,drift_r2_3,-4.331884e-3,2.333580e-1
S15-D11,HbR,drift_r2_4,-4.979733e-1,2.286987e-1
S15-D11,HbR,drift_r2_5,-1.806580e-1,2.242772e-1
S15-D11,HbR,drift_r2_6,-4.883697e-1,2.182623e-1
S15-D11,HbR,drift_r2_7,-1.002943e-1,2.125230e-1
S15-D11,HbR,drift_r3_1,-1.251706e-1,2.398991e-1
S15-D11,HbR,drift_r3_2,1.422477e-1,2.400716e-1
S15-D11,HbR,drift_r3_3,-2.651359e-1,2.349298e-1
S15-D11,HbR,drift_r3_4,1.943016e-1,2.333152e-1
S15-D11,HbR,drift_r3_5,-3.742979e-1,2.263526e-1
S15-D11,HbR,drift_r3_6,1.104472e-1,2.218678e-1
S15-D11,HbR,drift_r3_7,-3.244988e-1,2.152033e-1
S15-D11,HbR,drift_r3_8,4.554021e-1,2.090768e-1
S15-D11,HbR,drift_r4_1,1.096631e-1,2.384260e-1
S15-D11,HbR,drift_r4_2,2.773251e-2,2.372920e-1
S15-D11,HbR,drift_r4_3,6.458066e-2,2.336603e-1
S15-D11,HbR,drift_r4_4,-4.054200e-3,2.291483e-1
S15-D11,HbR,drift_r4_5,-8.950123e-2,2.248841e-1
S15-D11,HbR,drift_r4_6,1.167784e-1,2.187941e-1
S15-D11,HbR,drift_r4_7,1.597434e-1,2.136635e-1
S15-D11,HbR,run_2,-1.160074e-2,4.809861e-3
S15-D11,HbR,run_3,3.701347e-3,5.048495e-3
S15-D11,HbR,run_4,4.678250e-3,5.056792e-3
S15-D11,HbR,intercept,-4.466345e-3,3.382980e-3
S15-D13,HbO,drift_r1_1,2.925057e0,2.244259e0
S15-D13,HbO,drift_r1_2,-8.832314e-1,2.214719e0
S15-D13,HbO,drift_r1_3,-2.541361e0,2.181221e0
S15-D13,HbO,drift_r1_4,-4.307539e0,2.144691e0
S15-D13,HbO,drift_r1_5,-2.611974e0,2.121101e0
S15-D13,HbO,drift_r1_6,-2.685894e0,2.065937e0
S15-D13,HbO,drift_r1_7,-1.377873e0,2.023546e0
S15-D13,HbO,drift_r1_8,-2.369013e0,1.973915e0
S15-D13,HbO,drift_r1_9,-2.068288e0,1.919257e0
S15-D13,HbO,drift_r2_1,-1.959385e0,2.165997e0
S15-D13,HbO,drift_r2_2,-2.066398e0,2.145742e0
S15-D13,HbO,drift_r2_3,-1.222038e0,2.114978e0
S15-D13,HbO,drift_r2_4,-1.264781e0,2.067801e0
S15-D13,HbO,drift_r2_5,-3.078654e0,2.022083e0
S15-D13,HbO,drift_r2_6,-1.708567e0,1.961843e0
S15-D13,HbO,drift_r2_7,-2.459136e0,1.903751e0
S15-D13,HbO,drift_r3_1,1.164026e0,2.180633e0
S15-D13,HbO,drift_r3_2,-8.574532e-1,2.179719e0
S15-D13,HbO,drift_r3_3,-8.785305e-1,2.129559e0
S15-D13,HbO,drift_r3_4,-7.354431e-1,2.109879e0
S15-D13,HbO,drift_r3_5,-2.090871e-1,2.041559e0
S15-D13,HbO,drift_r3_6,-1.319136e0,1.994928e0
S15-D13,HbO,drift_r3_7,-8.108101e-1,1.928946e0
S15-D13,HbO,drift_r3_8,1.444081e-1,1.867747e0
S15-D13,HbO,drift_r4_1,-3.598074e0,2.167414e0
S15-D13,HbO,drift_r4_2,-2.953672e0,2.154269e0
S15-D13,HbO,drift_r4_3,7.912032e-1,2.118050e0
S15-D13,HbO,drift_r4_4,-2.956287e0,2.072297e0
S15-D13,HbO,drift_r4_5,-3.371112e0,2.028141e0
S15-D13,HbO,drift_r4_6,-2.289059e0,1.967309e0
S15-D13,HbO,drift_r4_7,-3.320877e0,1.914776e0
S15-D13,HbO,run_2,-3.128492e-2,4.379540e-2
S15-D13,HbO,run_3,2.924222e-2,4.590582e-2
S15-D13,HbO,run_4,-3.492150e-3,4.597937e-2
S15-D13,HbO,intercept,-1.339238e-1,3.076880e-2
S15-D13,HbR,drift_r1_1,4.074234e0,1.204174e0
S15-D13,HbR,drift_r1_2,2.463004e0,1.175993e0
S15-D13,HbR,drift_r1_3,2.619261e0,1.140872e0
S15-D13,HbR,drift_r1_4,1.222807e0,1.092768e0
S15-D13,HbR,drift_r1_5,1.553497e0,1.046349e0
S15-D13,HbR,drift_r1_6,1.190758e0,9.886290e-1
S15-D13,HbR,drift_r1_7,1.138354e0,9.361919e-1
S15-D13,HbR,drift_r1_8,6.173893e-1,8.831609e-1
S15-D13,HbR,drift_r1_9,8.659842e-1,8.325722e-1
S15-D13,HbR,drift_r2_1,-1.799519e0,1.158728e0
S15-D13,HbR,drift_r2_2,-2.092155e0,1.124204e0
S15-D13,HbR,drift_r2_3,-4.176851e-1,1.081722e0
S15-D13,HbR,drift_r2_4,-1.179802e0,1.020940e0
S15-D13,HbR,drift_r2_5,2.859126e-1,9.610404e-1
S15-D13,HbR,drift_r2_6,-1.142986e0,8.958685e-1
S15-D13,HbR,drift_r2_7,-5.501690e-1,8.357825e-1
S15-D13,HbR,drift_r3_1,8.876183e-1,1.166785e0
S15-D13,HbR,drift_r3_2,1.144981e0,1.144313e0
S15-D13,HbR,drift_r3_3,-4.190106e-1,1.092174e0
S15-D13,HbR,drift_r3_4,8.449087e-1,1.042581e0
S15-D13,HbR,drift_r3_5,5.978432e-1,9.753173e-1
S15-D13,HbR,drift_r3_6,1.874031e-1,9.154178e-1
S15-D13,HbR,drift_r3_7,2.309365e-1,8.526309e-1
S15-D13,HbR,drift_r3_8,7.963118e-1,7.959842e-1
S15-D13,HbR,drift_r4_1,2.150310e0,1.160786e0
S15-D13,HbR,drift_r4_2,-8.380868e-5,1.128285e0
S15-D13,HbR,drift_r4_3,5.904368e-1,1.085701e0
S15-D13,HbR,drift_r4_4,3.315413e0,1.026086e0
S15-D13,HbR,drift_r4_5,9.039146e-1,9.674147e-1
S15-D13,HbR,drift_r4_6,-3.536014e-3,9.025248e-1
S15-D13,HbR,drift_r4_7,3.346250e-1,8.440686e-1
S15-D13,HbR,run_2,-3.357430e-2,2.408298e-2
S15-D13,HbR,run_3,-1.157968e-2,2.442721e-2
S15-D13,HbR,run_4,1.486119e-2,2.445101e-2
S15-D13,HbR,intercept,3.939876e-4,1.646612e-2
S15-D14,HbO,drift_r1_1,4.395746e-1,1.131647e0
S15-D14,HbO,drift_r1_2,-2.791186e-2,1.111411e0
S15-D14,HbO,drift_r1_3,-8.873182e-1,1.083668e0
S15-D14,HbO,drift_r1_4,-2.201433e0,1.081358e0
S15-D14,HbO,drift_r1_5,-1.098652e0,1.092989e0
S15-D14,HbO,drift_r1_6,-1.790861e0,1.080184e0
S15-D14,HbO,drift_r1_7,-9.768363e-1,1.080038e0
S15-D14,HbO,drift_r1_8,-1.314649e0,1.085500e0
S15-D14,HbO,drift_r1_9,-1.874739e0,1.077486e0
S15-D14,HbO,drift_r2_1,-2.393482e0,1.068011e0
S15-D14,HbO,drift_r2_2,-3.642230e0,1.080477e0
S15-D14,HbO,drift_r2_3,-2.992901e0,1.065884e0
S15-D14,HbO,drift_r2_4,-3.930137e0,1.067982e0
S15-D14,HbO,drift_r2_5,-2.881962e0,1.062029e0
S15-D14,HbO,drift_r2_6,-4.019987e0,1.064421e0
S15-D14,HbO,drift_r2_7,-2.893752e0,1.059853e0
S15-D14,HbO,drift_r3_1,-9.440299e-1,1.078668e0
S15-D14,HbO,drift_r3_2,-8.397142e-1,1.095573e0
S15-D14,HbO,drift_r3_3,-1.212638e0,1.072853e0
S15-D14,HbO,drift_r3_4,-4.731650e-1,1.094934e0
S15-D14,HbO,drift_r3_5,-7.226908e-1,1.071430e0
S15-D14,HbO,drift_r3_6,-1.138687e0,1.075340e0
S15-D14,HbO,drift_r3_7,-7.551764e-1,1.072082e0
S15-D14,HbO,drift_r3_8,-1.091162e0,1.067133e0
S15-D14,HbO,drift_r4_1,-3.254624e0,1.067624e0
S15-D14,HbO,drift_r4_2,-2.114036e0,1.091753e0
S15-D14,HbO,drift_r4_3,-3.011532e0,1.065816e0
S15-D14,HbO,drift_r4_4,-1.839718e0,1.068822e0
S15-D14,HbO,drift_r4_5,-1.824716e0,1.062908e0
S15-D14,HbO,drift_r4_6,-1.404762e0,1.062681e0
S15-D14,HbO,drift_r4_7,-3.120358e0,1.064173e0
S15-D14,HbO,run_2,-3.963488e-2,2.129327e-2
S15-D14,HbO,run_3,-2.340485e-2,2.500179e-2
S15-D14,HbO,run_4,-3.542873e-2,2.509707e-2
S15-D14,HbO,intercept,-5.896618e-2,1.652947e-2
S15-D14,HbR,drift_r1_1,1.303378e0,4.022292e-1
S15-D14,HbR,drift_r1_2,9.569005e-1,3.977535e-1
S15-D14,HbR,drift_r1_3,5.665624e-1,3.931015e-1
