# NIRWizard 0.1.7 — subject GLM nuisance-regressor coefficients (descriptive)
# source: /home/adama/dev/lydia-adept/piano-noise/data/dur40/quiet_1.snirf sha256=3450a7da53c06fca85a7eea728119ec2acdb0ab65c898234b4f9e6130cca2266
# source: /home/adama/dev/lydia-adept/piano-noise/data/dur40/quiet_2.snirf sha256=fffd8621e0f23f2f6b8d8a96399af57657bfe620a8d1436530fb36618354f444
# source: /home/adama/dev/lydia-adept/piano-noise/data/dur40/noise_1.snirf sha256=e02b5983b2f586ec1eec748e2d8d6c5240c7723ca7ba4dbb3f91196c2c8acb47
# source: /home/adama/dev/lydia-adept/piano-noise/data/dur40/noise_2.snirf sha256=c98402779496ac1aba0fb382d28822eb689572c5d291435b7733ef053f4fb302
# statistics: solver=AR-IRLS; inferential; correction=Benjamini-Hochberg FDR; families=condition × chromophore, across channels
# regressors: drift_r1_1, drift_r1_2, drift_r1_3, drift_r1_4, drift_r1_5, drift_r1_6, drift_r1_7, drift_r1_8, drift_r1_9, drift_r2_1, drift_r2_2, drift_r2_3, drift_r2_4, drift_r2_5, drift_r2_6, drift_r2_7, drift_r3_1, drift_r3_2, drift_r3_3, drift_r3_4, drift_r3_5, drift_r3_6, drift_r3_7, drift_r3_8, drift_r4_1, drift_r4_2, drift_r4_3, drift_r4_4, drift_r4_5, drift_r4_6, drift_r4_7, run_2, run_3, run_4, intercept
# provenance: quiet_vs_noise_glm_results.json (authoritative sidecar, schema 1.0)
channel,signal,regressor,beta,se
S6-D6,HbO,drift_r3_7,1.933388e0,7.875298e-1
S6-D6,HbO,drift_r3_8,-5.325900e-2,7.747247e-1
S6-D6,HbO,drift_r4_1,-3.057344e0,8.263123e-1
S6-D6,HbO,drift_r4_2,-3.504581e0,8.314313e-1
S6-D6,HbO,drift_r4_3,-2.557100e0,8.179004e-1
S6-D6,HbO,drift_r4_4,-1.588061e0,8.107657e-1
S6-D6,HbO,drift_r4_5,-1.814469e0,8.020035e-1
S6-D6,HbO,drift_r4_6,-3.004595e0,7.906975e-1
S6-D6,HbO,drift_r4_7,-2.427787e-1,7.820709e-1
S6-D6,HbO,run_2,-1.693584e-2,1.656223e-2
S6-D6,HbO,run_3,2.641725e-2,1.810224e-2
S6-D6,HbO,run_4,9.270348e-3,1.814711e-2
S6-D6,HbO,intercept,-2.345522e-2,1.206830e-2
S6-D6,HbR,drift_r1_1,1.165670e-1,2.055792e-1
S6-D6,HbR,drift_r1_2,5.828637e-2,2.027863e-1
S6-D6,HbR,drift_r1_3,2.563168e-1,1.992299e-1
S6-D6,HbR,drift_r1_4,7.801373e-2,1.978256e-1
S6-D6,HbR,drift_r1_5,6.346182e-2,1.983099e-1
S6-D6,HbR,drift_r1_6,-1.257303e-1,1.952468e-1
S6-D6,HbR,drift_r1_7,-3.301245e-2,1.939212e-1
S6-D6,HbR,drift_r1_8,-2.109294e-1,1.926670e-1
S6-D6,HbR,drift_r1_9,-2.783410e-2,1.900210e-1
S6-D6,HbR,drift_r2_1,-6.081697e-1,1.966954e-1
S6-D6,HbR,drift_r2_2,-3.031319e-1,1.971718e-1
S6-D6,HbR,drift_r2_3,-5.971843e-1,1.949816e-1
S6-D6,HbR,drift_r2_4,-1.500227e-1,1.936065e-1
S6-D6,HbR,drift_r2_5,-7.962970e-1,1.917044e-1
S6-D6,HbR,drift_r2_6,-1.991152e-1,1.897991e-1
S6-D6,HbR,drift_r2_7,-5.614134e-1,1.874387e-1
S6-D6,HbR,drift_r3_1,2.174561e-1,1.983124e-1
S6-D6,HbR,drift_r3_2,3.787828e-2,1.999928e-1
S6-D6,HbR,drift_r3_3,3.007155e-1,1.962508e-1
S6-D6,HbR,drift_r3_4,2.040489e-1,1.978296e-1
S6-D6,HbR,drift_r3_5,2.899010e-1,1.933519e-1
S6-D6,HbR,drift_r3_6,1.363525e-1,1.922736e-1
S6-D6,HbR,drift_r3_7,2.041440e-1,1.895583e-1
S6-D6,HbR,drift_r3_8,5.140791e-2,1.869498e-1
S6-D6,HbR,drift_r4_1,-6.478136e-1,1.967097e-1
S6-D6,HbR,drift_r4_2,-6.774474e-1,1.984740e-1
S6-D6,HbR,drift_r4_3,-4.385581e-1,1.950775e-1
S6-D6,HbR,drift_r4_4,-4.265656e-1,1.938237e-1
S6-D6,HbR,drift_r4_5,-3.889187e-1,1.919895e-1
S6-D6,HbR,drift_r4_6,-6.482869e-1,1.898221e-1
S6-D6,HbR,drift_r4_7,1.011917e-1,1.882378e-1
S6-D6,HbR,run_2,-1.512921e-3,3.937897e-3
S6-D6,HbR,run_3,4.328106e-3,4.353182e-3
S6-D6,HbR,run_4,-1.470125e-3,4.364991e-3
S6-D6,HbR,intercept,-1.713167e-3,2.898220e-3
S6-D9,HbO,drift_r1_1,1.175682e0,1.241468e0
S6-D9,HbO,drift_r1_2,2.739178e-1,1.225198e0
S6-D9,HbO,drift_r1_3,1.914565e0,1.204920e0
S6-D9,HbO,drift_r1_4,-5.284780e-2,1.195144e0
S6-D9,HbO,drift_r1_5,9.626984e-1,1.196139e0
S6-D9,HbO,drift_r1_6,-5.263440e-1,1.176496e0
S6-D9,HbO,drift_r1_7,1.407034e-1,1.166801e0
S6-D9,HbO,drift_r1_8,-1.216013e0,1.156612e0
S6-D9,HbO,drift_r1_9,4.252072e-1,1.139073e0
S6-D9,HbO,drift_r2_1,-3.259221e0,1.190171e0
S6-D9,HbO,drift_r2_2,-1.562459e0,1.191061e0
S6-D9,HbO,drift_r2_3,-2.489593e0,1.177995e0
S6-D9,HbO,drift_r2_4,-1.640752e-1,1.167529e0
S6-D9,HbO,drift_r2_5,-4.005067e0,1.154791e0
S6-D9,HbO,drift_r2_6,-4.108498e-1,1.140501e0
S6-D9,HbO,drift_r2_7,-2.512557e0,1.124273e0
S6-D9,HbO,drift_r3_1,1.686206e0,1.199600e0
S6-D9,HbO,drift_r3_2,1.569301e0,1.208288e0
S6-D9,HbO,drift_r3_3,2.226008e0,1.185649e0
S6-D9,HbO,drift_r3_4,2.032580e0,1.192499e0
S6-D9,HbO,drift_r3_5,1.863852e0,1.164716e0
S6-D9,HbO,drift_r3_6,2.117550e0,1.155984e0
S6-D9,HbO,drift_r3_7,1.298617e0,1.137049e0
S6-D9,HbO,drift_r3_8,1.016705e0,1.119171e0
S6-D9,HbO,drift_r4_1,-2.786907e0,1.190354e0
S6-D9,HbO,drift_r4_2,-3.119067e0,1.198270e0
S6-D9,HbO,drift_r4_3,-2.468642e0,1.178709e0
S6-D9,HbO,drift_r4_4,-2.070285e0,1.168954e0
S6-D9,HbO,drift_r4_5,-1.651378e0,1.156688e0
S6-D9,HbO,drift_r4_6,-4.461505e0,1.141031e0
S6-D9,HbO,drift_r4_7,9.994773e-1,1.129181e0
S6-D9,HbO,run_2,-1.122120e-2,2.385109e-2
S6-D9,HbO,run_3,1.537120e-2,2.611059e-2
S6-D9,HbO,run_4,-1.001069e-2,2.617643e-2
S6-D9,HbO,intercept,-1.712571e-2,1.740390e-2
S6-D9,HbR,drift_r1_1,2.668441e-1,2.708444e-1
S6-D9,HbR,drift_r1_2,2.264528e-1,2.673463e-1
S6-D9,HbR,drift_r1_3,3.262636e-1,2.630381e-1
S6-D9,HbR,drift_r1_4,1.298984e-1,2.607823e-1
S6-D9,HbR,drift_r1_5,3.227575e-1,2.608266e-1
S6-D9,HbR,drift_r1_6,-1.143844e-1,2.564340e-1
S6-D9,HbR,drift_r1_7,-2.293996e-1,2.541700e-1
S6-D9,HbR,drift_r1_8,1.624065e-1,2.517062e-1
S6-D9,HbR,drift_r1_9,-1.935633e-1,2.477460e-1
S6-D9,HbR,drift_r2_1,-3.137030e-1,2.598593e-1
S6-D9,HbR,drift_r2_2,-7.904390e-2,2.598630e-1
S6-D9,HbR,drift_r2_3,-1.173553e-1,2.570361e-1
S6-D9,HbR,drift_r2_4,-7.439866e-2,2.545485e-1
S6-D9,HbR,drift_r2_5,-2.818888e-1,2.516641e-1
S6-D9,HbR,drift_r2_6,-9.073721e-2,2.482882e-1
S6-D9,HbR,drift_r2_7,-1.444221e-1,2.445793e-1
S6-D9,HbR,drift_r3_1,3.237019e-1,2.618865e-1
S6-D9,HbR,drift_r3_2,2.767766e-1,2.636534e-1
S6-D9,HbR,drift_r3_3,2.957211e-1,2.587061e-1
S6-D9,HbR,drift_r3_4,3.557686e-1,2.599590e-1
S6-D9,HbR,drift_r3_5,3.677003e-1,2.538283e-1
S6-D9,HbR,drift_r3_6,2.903313e-1,2.517270e-1
S6-D9,HbR,drift_r3_7,2.937758e-1,2.473644e-1
S6-D9,HbR,drift_r3_8,3.673786e-1,2.432802e-1
S6-D9,HbR,drift_r4_1,-1.929206e-1,2.599079e-1
S6-D9,HbR,drift_r4_2,1.377918e-1,2.613756e-1
S6-D9,HbR,drift_r4_3,-5.249159e-1,2.572040e-1
S6-D9,HbR,drift_r4_4,-2.150383e-2,2.548697e-1
S6-D9,HbR,drift_r4_5,1.517412e-1,2.520936e-1
S6-D9,HbR,drift_r4_6,-7.219602e-1,2.484396e-1
S6-D9,HbR,drift_r4_7,1.436945e-1,2.456564e-1
S6-D9,HbR,run_2,-3.002790e-3,5.210311e-3
S6-D9,HbR,run_3,-1.939293e-3,5.680254e-3
S6-D9,HbR,run_4,-3.540512e-3,5.694046e-3
S6-D9,HbR,intercept,6.368435e-4,3.788027e-3
S7-D4,HbO,drift_r1_1,2.554638e0,8.111398e-1
S7-D4,HbO,drift_r1_2,1.331737e0,7.976840e-1
S7-D4,HbO,drift_r1_3,-1.262765e0,7.795079e-1
S7-D4,HbO,drift_r1_4,-1.199260e0,7.773205e-1
S7-D4,HbO,drift_r1_5,-1.229021e0,7.847749e-1
S7-D4,HbO,drift_r1_6,-5.111579e-1,7.754700e-1
S7-D4,HbO,drift_r1_7,-7.091096e-1,7.749651e-1
S7-D4,HbO,drift_r1_8,-2.361242e-1,7.775296e-1
S7-D4,HbO,drift_r1_9,-1.137299e0,7.716041e-1
S7-D4,HbO,drift_r2_1,-1.019877e0,7.681120e-1
S7-D4,HbO,drift_r2_2,-6.173008e-1,7.756299e-1
S7-D4,HbO,drift_r2_3,-1.613472e0,7.661005e-1
S7-D4,HbO,drift_r2_4,-7.297426e-1,7.665232e-1
S7-D4,HbO,drift_r2_5,-1.831304e0,7.623457e-1
S7-D4,HbO,drift_r2_6,-9.129160e-1,7.626582e-1
S7-D4,HbO,drift_r2_7,-2.224316e0,7.590626e-1
S7-D4,HbO,drift_r3_1,4.647912e-1,7.754177e-1
S7-D4,HbO,drift_r3_2,5.277373e-4,7.865749e-1
S7-D4,HbO,drift_r3_3,8.938067e-1,7.710296e-1
S7-D4,HbO,drift_r3_4,6.050183e-1,7.852599e-1
S7-D4,HbO,drift_r3_5,4.512083e-1,7.688924e-1
S7-D4,HbO,drift_r3_6,-4.431219e-1,7.709835e-1
S7-D4,HbO,drift_r3_7,4.588331e-1,7.675190e-1
S7-D4,HbO,drift_r3_8,-9.038761e-1,7.635231e-1
S7-D4,HbO,drift_r4_1,-1.563548e0,7.679029e-1
S7-D4,HbO,drift_r4_2,-1.828647e-1,7.829835e-1
S7-D4,HbO,drift_r4_3,-4.089410e-1,7.661182e-1
S7-D4,HbO,drift_r4_4,5.660069e-2,7.671217e-1
S7-D4,HbO,drift_r4_5,2.769471e-1,7.630101e-1
S7-D4,HbO,drift_r4_6,-5.745179e-1,7.616207e-1
S7-D4,HbO,drift_r4_7,-1.063111e0,7.620434e-1
S7-D4,HbO,run_2,-2.979622e-2,1.532471e-2
S7-D4,HbO,run_3,2.983512e-2,1.774695e-2
S7-D4,HbO,run_4,2.780335e-2,1.780941e-2
S7-D4,HbO,intercept,-8.386163e-2,1.175086e-2
S7-D4,HbR,drift_r1_1,1.446414e-1,2.251408e-1
S7-D4,HbR,drift_r1_2,1.604631e-1,2.224383e-1
S7-D4,HbR,drift_r1_3,-4.260027e-2,2.195831e-1
S7-D4,HbR,drift_r1_4,2.328695e-1,2.162905e-1
S7-D4,HbR,drift_r1_5,-2.225755e-1,2.143298e-1
S7-D4,HbR,drift_r1_6,-2.715223e-1,2.093394e-1
S7-D4,HbR,drift_r1_7,-3.802672e-2,2.056342e-1
S7-D4,HbR,drift_r1_8,1.678344e-1,2.010546e-1
S7-D4,HbR,drift_r1_9,-7.377165e-2,1.961453e-1
S7-D4,HbR,drift_r2_1,2.764128e-1,2.176615e-1
S7-D4,HbR,drift_r2_2,3.742003e-1,2.157591e-1
S7-D4,HbR,drift_r2_3,3.086855e-1,2.132205e-1
S7-D4,HbR,drift_r2_4,2.203320e-1,2.089196e-1
S7-D4,HbR,drift_r2_5,3.110150e-1,2.050146e-1
S7-D4,HbR,drift_r2_6,2.473135e-1,1.994648e-1
S7-D4,HbR,drift_r2_7,1.951490e-1,1.943214e-1
S7-D4,HbR,drift_r3_1,2.369966e-1,2.190907e-1
S7-D4,HbR,drift_r3_2,4.254974e-1,2.191850e-1
S7-D4,HbR,drift_r3_3,9.582009e-2,2.146412e-1
S7-D4,HbR,drift_r3_4,3.253659e-1,2.130692e-1
S7-D4,HbR,drift_r3_5,-3.350728e-1,2.068790e-1
S7-D4,HbR,drift_r3_6,8.358249e-2,2.028128e-1
S7-D4,HbR,drift_r3_7,-1.054581e-1,1.967218e-1
S7-D4,HbR,drift_r3_8,3.357505e-1,1.911965e-1
S7-D4,HbR,drift_r4_1,1.980894e-1,2.177920e-1
S7-D4,HbR,drift_r4_2,6.838272e-1,2.165299e-1
S7-D4,HbR,drift_r4_3,3.051354e-1,2.134975e-1
S7-D4,HbR,drift_r4_4,2.737231e-1,2.093261e-1
S7-D4,HbR,drift_r4_5,1.315324e-1,2.055623e-1
S7-D4,HbR,drift_r4_6,3.928517e-1,1.999684e-1
S7-D4,HbR,drift_r4_7,5.181438e-1,1.953300e-1
S7-D4,HbR,run_2,-1.124303e-3,4.393967e-3
S7-D4,HbR,run_3,-3.347083e-3,4.582241e-3
S7-D4,HbR,run_4,-7.283418e-3,4.589217e-3
S7-D4,HbR,intercept,-5.476473e-4,3.073034e-3
S7-D5,HbO,drift_r1_1,7.257934e-1,5.579329e-1
S7-D5,HbO,drift_r1_2,6.331821e-1,5.507375e-1
S7-D5,HbO,drift_r1_3,7.865080e-1,5.419018e-1
S7-D5,HbO,drift_r1_4,3.189828e-1,5.370185e-1
S7-D5,HbO,drift_r1_5,2.455769e-1,5.367831e-1
S7-D5,HbO,drift_r1_6,-3.738304e-1,5.274716e-1
S7-D5,HbO,drift_r1_7,-2.848199e-1,5.224673e-1
S7-D5,HbO,drift_r1_8,-2.836029e-1,5.169647e-1
S7-D5,HbO,drift_r1_9,-2.785220e-1,5.084612e-1
S7-D5,HbO,drift_r2_1,-1.662046e0,5.354986e-1
S7-D5,HbO,drift_r2_2,-6.774997e-1,5.352373e-1
S7-D5,HbO,drift_r2_3,-1.310706e0,5.293175e-1
S7-D5,HbO,drift_r2_4,-2.040219e-1,5.238332e-1
S7-D5,HbO,drift_r2_5,-1.855733e0,5.175821e-1
S7-D5,HbO,drift_r2_6,-3.541939e-1,5.101636e-1
S7-D5,HbO,drift_r2_7,-1.431394e0,5.021030e-1
S7-D5,HbO,drift_r3_1,1.057033e0,5.396471e-1
S7-D5,HbO,drift_r3_2,9.881145e-1,5.430724e-1
S7-D5,HbO,drift_r3_3,7.874614e-1,5.327703e-1
S7-D5,HbO,drift_r3_4,1.291640e0,5.349363e-1
S7-D5,HbO,drift_r3_5,2.800601e-1,5.220640e-1
S7-D5,HbO,drift_r3_6,7.652104e-1,5.173125e-1
S7-D5,HbO,drift_r3_7,4.354455e-1,5.078769e-1
S7-D5,HbO,drift_r3_8,2.130501e-1,4.990281e-1
S7-D5,HbO,drift_r4_1,-1.062638e0,5.356122e-1
S7-D5,HbO,drift_r4_2,2.278571e-2,5.382937e-1
S7-D5,HbO,drift_r4_3,-8.229858e-1,5.296860e-1
S7-D5,HbO,drift_r4_4,-2.540312e-1,5.245194e-1
S7-D5,HbO,drift_r4_5,-6.262467e-1,5.185024e-1
S7-D5,HbO,drift_r4_6,-6.656891e-1,5.105359e-1
S7-D5,HbO,drift_r4_7,-1.439462e-1,5.043574e-1
S7-D5,HbO,run_2,-9.845255e-3,1.074158e-2
S7-D5,HbO,run_3,-8.131587e-3,1.168458e-2
S7-D5,HbO,run_4,-1.887340e-2,1.171242e-2
S7-D5,HbO,intercept,-2.583736e-2,7.794318e-3
S7-D5,HbR,drift_r1_1,2.105339e-1,1.249649e-1
S7-D5,HbR,drift_r1_2,2.633876e-1,1.230228e-1
S7-D5,HbR,drift_r1_3,1.992421e-1,1.204261e-1
S7-D5,HbR,drift_r1_4,1.742631e-1,1.199204e-1
S7-D5,HbR,drift_r1_5,8.532155e-2,1.207527e-1
S7-D5,HbR,drift_r1_6,6.954172e-2,1.191745e-1
S7-D5,HbR,drift_r1_7,-4.234441e-2,1.188165e-1
S7-D5,HbR,drift_r1_8,1.412900e-1,1.188047e-1
S7-D5,HbR,drift_r1_9,-6.183675e-2,1.176109e-1
S7-D5,HbR,drift_r2_1,-3.069225e-1,1.187678e-1
S7-D5,HbR,drift_r2_2,-6.760759e-2,1.196446e-1
S7-D5,HbR,drift_r2_3,-2.434155e-1,1.181973e-1
S7-D5,HbR,drift_r2_4,-5.239125e-2,1.179632e-1
S7-D5,HbR,drift_r2_5,-3.930406e-1,1.171072e-1
S7-D5,HbR,drift_r2_6,-6.009142e-2,1.167400e-1
S7-D5,HbR,drift_r2_7,-2.656398e-1,1.158312e-1
S7-D5,HbR,drift_r3_1,2.634716e-1,1.198554e-1
S7-D5,HbR,drift_r3_2,2.150917e-1,1.213132e-1
S7-D5,HbR,drift_r3_3,1.678085e-1,1.189726e-1
S7-D5,HbR,drift_r3_4,2.839615e-1,1.207157e-1
S7-D5,HbR,drift_r3_5,9.988425e-2,1.181268e-1
S7-D5,HbR,drift_r3_6,2.040790e-1,1.180761e-1
S7-D5,HbR,drift_r3_7,4.013517e-2,1.171458e-1
S7-D5,HbR,drift_r3_8,1.185605e-1,1.161416e-1
S7-D5,HbR,drift_r4_1,-1.126064e-1,1.187483e-1
S7-D5,HbR,drift_r4_2,1.339602e-2,1.206585e-1
S7-D5,HbR,drift_r4_3,-7.152399e-2,1.182183e-1
S7-D5,HbR,drift_r4_4,4.798249e-3,1.180692e-1
S7-D5,HbR,drift_r4_5,-2.044050e-1,1.172353e-1
S7-D5,HbR,drift_r4_6,-1.387181e-1,1.166416e-1
S7-D5,HbR,drift_r4_7,9.443388e-3,1.163037e-1
S7-D5,HbR,run_2,-2.892712e-3,2.371609e-3
S7-D5,HbR,run_3,-4.096439e-3,2.703893e-3
S7-D5,HbR,run_4,-6.004827e-3,2.712855e-3
S7-D5,HbR,intercept,-3.322250e-3,1.793713e-3
S7-D8,HbO,drift_r1_1,1.776647e0,1.048477e0
S7-D8,HbO,drift_r1_2,9.933543e-1,1.032598e0
S7-D8,HbO,drift_r1_3,-1.211362e0,1.011581e0
S7-D8,HbO,drift_r1_4,-7.725094e-1,1.007211e0
S7-D8,HbO,drift_r1_5,-2.294148e0,1.014112e0
S7-D8,HbO,drift_r1_6,-8.323808e-1,1.000957e0
S7-D8,HbO,drift_r1_7,-8.879278e-1,9.981108e-1
S7-D8,HbO,drift_r1_8,3.937880e-1,9.977247e-1
S7-D8,HbO,drift_r1_9,-1.936847e0,9.880082e-1
S7-D8,HbO,drift_r2_1,-6.727863e-1,9.973950e-1
S7-D8,HbO,drift_r2_2,6.893625e-1,1.004230e0
S7-D8,HbO,drift_r2_3,-8.524726e-1,9.926559e-1
S7-D8,HbO,drift_r2_4,8.951829e-1,9.903950e-1
S7-D8,HbO,drift_r2_5,-1.106836e0,9.835912e-1
S7-D8,HbO,drift_r2_6,-3.294486e-1,9.801873e-1
S7-D8,HbO,drift_r2_7,-1.434032e0,9.728949e-1
S7-D8,HbO,drift_r3_1,3.543168e-1,1.006354e0
S7-D8,HbO,drift_r3_2,7.577407e-1,1.018403e0
S7-D8,HbO,drift_r3_3,3.697745e-1,9.990810e-1
S7-D8,HbO,drift_r3_4,5.468455e-1,1.013390e0
S7-D8,HbO,drift_r3_5,-1.073664e-1,9.920010e-1
S7-D8,HbO,drift_r3_6,9.328445e-1,9.916800e-1
S7-D8,HbO,drift_r3_7,-3.365352e-1,9.837095e-1
S7-D8,HbO,drift_r3_8,-5.375373e-2,9.755769e-1
S7-D8,HbO,drift_r4_1,-8.540431e-1,9.972569e-1
S7-D8,HbO,drift_r4_2,-1.150358e-1,1.012472e0
S7-D8,HbO,drift_r4_3,-9.950409e-1,9.928494e-1
S7-D8,HbO,drift_r4_4,5.686765e-1,9.912679e-1
S7-D8,HbO,drift_r4_5,-6.931092e-1,9.846540e-1
S7-D8,HbO,drift_r4_6,1.789357e-2,9.794078e-1
S7-D8,HbO,drift_r4_7,-2.186163e0,9.767726e-1
S7-D8,HbO,run_2,-8.604873e-3,1.992231e-2
S7-D8,HbO,run_3,8.538972e-3,2.262296e-2
S7-D8,HbO,run_4,-2.895969e-3,2.269521e-2
S7-D8,HbO,intercept,-7.296013e-2,1.501386e-2
S7-D8,HbR,drift_r1_1,2.724999e-1,4.151570e-1
S7-D8,HbR,drift_r1_2,-5.371692e-1,4.097132e-1
S7-D8,HbR,drift_r1_3,1.820130e-1,4.028951e-1
S7-D8,HbR,drift_r1_4,-1.038578e0,3.997813e-1
S7-D8,HbR,drift_r1_5,-6.424483e-3,4.002801e-1
S7-D8,HbR,drift_r1_6,-1.046926e0,3.938864e-1
S7-D8,HbR,drift_r1_7,4.511441e-1,3.908251e-1
S7-D8,HbR,drift_r1_8,-8.077651e-1,3.876807e-1
S7-D8,HbR,drift_r1_9,6.446172e-1,3.820075e-1
S7-D8,HbR,drift_r2_1,-1.127239e0,3.979152e-1
S7-D8,HbR,drift_r2_2,-1.337934e0,3.983922e-1
S7-D8,HbR,drift_r2_3,-1.207491e0,3.940517e-1
S7-D8,HbR,drift_r2_4,-1.248553e0,3.907842e-1
S7-D8,HbR,drift_r2_5,-1.059277e0,3.866758e-1
S7-D8,HbR,drift_r2_6,-1.558885e0,3.821918e-1
S7-D8,HbR,drift_r2_7,-1.044260e0,3.769864e-1
S7-D8,HbR,drift_r3_1,-3.381798e-1,4.010928e-1
S7-D8,HbR,drift_r3_2,-4.301129e-1,4.040977e-1
S7-D8,HbR,drift_r3_3,-2.947449e-1,3.966126e-1
S7-D8,HbR,drift_r3_4,-2.994027e-1,3.991192e-1
S7-D8,HbR,drift_r3_5,2.873378e-1,3.899908e-1
S7-D8,HbR,drift_r3_6,-1.278604e-1,3.872949e-1
S7-D8,HbR,drift_r3_7,5.176032e-1,3.812467e-1
S7-D8,HbR,drift_r3_8,-6.740670e-3,3.755064e-1
S7-D8,HbR,drift_r4_1,-5.937954e-2,3.979670e-1
S7-D8,HbR,drift_r4_2,3.097270e-1,4.008380e-1
S7-D8,HbR,drift_r4_3,1.075183e-1,3.942759e-1
S7-D8,HbR,drift_r4_4,1.140481e-1,3.912469e-1
S7-D8,HbR,drift_r4_5,-6.082387e-1,3.872895e-1
S7-D8,HbR,drift_r4_6,1.272167e0,3.823347e-1
S7-D8,HbR,drift_r4_7,-6.874005e-1,3.786049e-1
S7-D8,HbR,run_2,-6.914572e-3,7.970107e-3
S7-D8,HbR,run_3,1.706402e-2,8.740216e-3
S7-D8,HbR,run_4,1.871384e-2,8.762833e-3
S7-D8,HbR,intercept,-1.601378e-2,5.824589e-3
S8-D6,HbO,drift_r1_1,-2.195460e-3,5.888252e-1
S8-D6,HbO,drift_r1_2,5.617951e-1,5.803899e-1
S8-D6,HbO,drift_r1_3,5.447797e-1,5.694106e-1
S8-D6,HbO,drift_r1_4,3.882719e-1,5.662760e-1
S8-D6,HbO,drift_r1_5,7.408830e-1,5.690309e-1
S8-D6,HbO,drift_r1_6,-1.980594e-1,5.610723e-1
S8-D6,HbO,drift_r1_7,-2.920936e-1,5.585119e-1
S8-D6,HbO,drift_r1_8,-6.807388e-2,5.567723e-1
S8-D6,HbO,drift_r1_9,6.239182e-1,5.503919e-1
S8-D6,HbO,drift_r2_1,-7.302023e-1,5.617303e-1
S8-D6,HbO,drift_r2_2,-2.495931e-1,5.644336e-1
S8-D6,HbO,drift_r2_3,-7.135857e-1,5.581032e-1
S8-D6,HbO,drift_r2_4,-1.282719e-1,5.556488e-1
S8-D6,HbO,drift_r2_5,-9.202816e-1,5.511461e-1
S8-D6,HbO,drift_r2_6,-2.759159e-1,5.476467e-1
S8-D6,HbO,drift_r2_7,-9.471613e-1,5.423843e-1
S8-D6,HbO,drift_r3_1,3.966607e-1,5.665760e-1
S8-D6,HbO,drift_r3_2,-3.889155e-1,5.724335e-1
S8-D6,HbO,drift_r3_3,5.217112e-1,5.617268e-1
S8-D6,HbO,drift_r3_4,2.395984e-1,5.681513e-1
S8-D6,HbO,drift_r3_5,1.022044e0,5.558609e-1
S8-D6,HbO,drift_r3_6,3.732560e-1,5.543918e-1
S8-D6,HbO,drift_r3_7,8.860127e-1,5.484424e-1
S8-D6,HbO,drift_r3_8,3.345622e-1,5.425897e-1
S8-D6,HbO,drift_r4_1,-1.126044e0,5.617063e-1
S8-D6,HbO,drift_r4_2,-2.304839e0,5.686213e-1
S8-D6,HbO,drift_r4_3,-8.427374e-1,5.582850e-1
S8-D6,HbO,drift_r4_4,-1.709274e0,5.561926e-1
S8-D6,HbO,drift_r4_5,-2.389214e0,5.518372e-1
S8-D6,HbO,drift_r4_6,-1.061774e0,5.474376e-1
S8-D6,HbO,drift_r4_7,-1.051532e0,5.445999e-1
S8-D6,HbO,run_2,4.882474e-3,1.123106e-2
S8-D6,HbO,run_3,2.492963e-2,1.259069e-2
S8-D6,HbO,run_4,1.032359e-2,1.262808e-2
S8-D6,HbO,intercept,-3.471182e-3,8.368542e-3
S8-D6,HbR,drift_r1_1,-7.755218e-2,1.963355e-1
S8-D6,HbR,drift_r1_2,4.028177e-2,1.936997e-1
S8-D6,HbR,drift_r1_3,3.128180e-1,1.903674e-1
S8-D6,HbR,drift_r1_4,-2.050108e-1,1.890540e-1
S8-D6,HbR,drift_r1_5,2.753684e-2,1.895583e-1
S8-D6,HbR,drift_r1_6,1.114766e-1,1.866871e-1
S8-D6,HbR,drift_r1_7,1.221310e-1,1.854895e-1
S8-D6,HbR,drift_r1_8,-5.087091e-1,1.843362e-1
S8-D6,HbR,drift_r1_9,1.022347e-1,1.818949e-1
S8-D6,HbR,drift_r2_1,1.556224e-1,1.879044e-1
S8-D6,HbR,drift_r2_2,2.839574e-1,1.883548e-1
S8-D6,HbR,drift_r2_3,1.893486e-1,1.863299e-1
S8-D6,HbR,drift_r2_4,2.251291e-1,1.850484e-1
S8-D6,HbR,drift_r2_5,1.477380e-1,1.833152e-1
S8-D6,HbR,drift_r2_6,2.541391e-1,1.815442e-1
S8-D6,HbR,drift_r2_7,8.457578e-2,1.793889e-1
S8-D6,HbR,drift_r3_1,-2.769203e-2,1.894361e-1
S8-D6,HbR,drift_r3_2,-1.641912e-1,1.910579e-1
S8-D6,HbR,drift_r3_3,9.135608e-2,1.875309e-1
S8-D6,HbR,drift_r3_4,1.114429e-2,1.890756e-1
S8-D6,HbR,drift_r3_5,2.156536e-1,1.848706e-1
S8-D6,HbR,drift_r3_6,5.825230e-2,1.839178e-1
S8-D6,HbR,drift_r3_7,1.672709e-1,1.813870e-1
S8-D6,HbR,drift_r3_8,-9.975693e-3,1.789945e-1
S8-D6,HbR,drift_r4_1,-4.150729e-1,1.879182e-1
S8-D6,HbR,drift_r4_2,-3.061082e-1,1.895852e-1
S8-D6,HbR,drift_r4_3,-3.567242e-1,1.864195e-1
S8-D6,HbR,drift_r4_4,-2.885745e-1,1.852510e-1
